業管機關簡碼,業管子機關簡碼,CCTV 設備代碼,基礎路段代碼,參考影像圖片的監看方位,參考影像圖片,動態影像串流網址,設置地點位置類型,設備架設位置X坐標,設備架設位置Y坐標,地理識別碼,縣市代碼,縣市名稱,市區鄉鎮代碼,市區鄉鎮名稱,道路代碼,道路名稱,道路分類,所屬道路方向,路段起點描述,路段迄點描述,所在方向里程數,路側設備布設簡圖URL,來源端平台資料更新時間(yyyy-MM-ddHH:mm:ss),本平台資料更新時間(yyyy-MM-ddHH:mm:ss),資料代表時間(yyyy-MM-ddHH:mm:ss),資料代表日期(yyyy-MM-dd)
AuthorityCode,SubAuthorityCode,CCTVID,LinkID,Bearing,Image,VideoStreamUrl,LocationType,PositionLon,PositionLat,Geohash,CountyID,CountyName,TownID,TownName,RoadID,RoadName,RoadClass,RoadDirection,RoadSectionStart,RoadSectionEnd,LocationMile,LayoutMapURL,SrcUpdateTime,UpdateTime,InfoTime,InfoDate
THB,THB-1R,CCTV-12-0640-024-02,1006400002400F,,,https://cctv-ss02.thb.gov.tw:443/T64-24K+650,1,121.486,24.99473,wsqqhqpk,65000,新北市,3,中和區,100640,台64線,1,E,,,24K+650,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
ILA,,ILA:CCTV:TV107191001,4019100101619G,,,http://210.65.129.24/rtsp/ycctv01.html,2,121.793511,24.68103,wsqs7mp3,10002,宜蘭縣,9,五結鄉,,,4,,,,,,2022-10-24 00:02:34,2022-10-28 06:30:00,2022-10-24 00:02:34,2022-10-24
NWT,,C000225,6265760700000F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000225,1,121.80691,25.1335,wsqwgz3j,65000,新北市,12,瑞芳區,626576F,建基路二段,6,NW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-55-0200-020-001,3002000102011D,,,https://cctv-ss06.thb.gov.tw:443/T20-20K+230,1,120.36891,23.07944,wsje713z,67000,臺南市,22,山上區,300200,台20線,3,W,,,20K+230,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000232,6261070200020F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000232,1,121.84514,25.10995,wsqwuehu,65000,新北市,12,瑞芳區,626107F,汽車路,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-33-0090-341-01,3000900034133V,,,https://cctv-ss05.thb.gov.tw:443/T9-341K+500,1,121.0944677,22.88761667,wsn45wd6,10014,臺東縣,4,卑南鄉,300090,台9線,3,S,,,341K+500,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-23-0610-174-02,1006100117500N,,,https://cctv-ss04.thb.gov.tw:443/T61-174K+700,1,120.4332967,24.0986291,wsm9he0b,10007,彰化縣,2,鹿港鎮,100610,台61線,1,N,,,174K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-23-0610-175-01,1006100117560N,,,https://cctv-ss04.thb.gov.tw:443/T61-175K+300,1,120.431966,24.093313,wsm9h6pc,10007,彰化縣,2,鹿港鎮,100610,台61線,1,N,,,175K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000080,2001001114000A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=80,1,121.49558999999999,25.03858,wsqqkwnk,63000,臺北市,7,萬華區,200100,環河快速道路,2,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-11-002C-000-02,3000230100046C,,,https://cctv-ss01.thb.gov.tw:443/T2C-0K+600-2,1,121.7364,25.09988,wsqwf1m9,10017,基隆市,3,暖暖區,300023,台2丙線,3,W,,,0K+600,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-5R,CCTV-52-0610-272-002,6701930400170Q,,,https://cctv-ss06.thb.gov.tw:443/T61-272K+551,4,120.15488,23.37177,wsjkynwn,10010,嘉義縣,3,布袋鎮,670193Q,台61線,6,S,,,272K+551,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TXG,,C000145,6063720400030B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000145,1,120.659564,24.206789,wsmc9wtw,66000,臺中市,6,西屯區,606372B,信和路,6,S,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
PIF,,C000005,6742410400020T,,,http://59.120.122.53/cctv/C000005.htm,1,120.594005,22.387342,wevz25mz,10013,屏東縣,16,枋寮鄉,674241T,中山路二段,6,S,,,,,2022-10-24 00:01:02,2022-10-28 06:30:00,2022-10-24 00:01:02,2022-10-24
KHH,,64000C000321,6192180300070E,,,http://221.120.37.149:10480/,1,120.31585,22.59592,wsj89c7q,64000,高雄市,9,前鎮區,619218E,中山三路,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
PIF,,C000066,6749420400050T,,,http://59.120.122.53/cctv/C000066.htm,1,120.478448,22.669611,wsj8vwcs,10013,屏東縣,1,屏東市,674942T,和平路,6,S,,,,,2022-10-24 00:01:02,2022-10-28 06:30:00,2022-10-24 00:01:02,2022-10-24
TPE,,T000366,6003760000000A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=366,1,121.51233,25.1013,wsqqv1d9,63000,臺北市,12,北投區,600376A,承德路六段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-31-0030-410-01,3002900106627E,,,https://cctv-ss05.thb.gov.tw:443/T3-405K+950,1,120.48381,22.8803575,wsjdjtjx,64000,高雄市,30,旗山區,300290,台3線,3,N,,,405K+950,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-13-0610-038-01,1006101107000H,,,https://cctv-ss02.thb.gov.tw:443/T61-33K+300,1,121.1319,25.06984,wsqns7vd,68000,桃園市,12,觀音區,100610,台61線,1,N,,,33K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000043,3000150100000E,,,https://cctv6.kctmc.nat.gov.tw/ab95a92c,1,120.31427,22.64044,wsj8ccd4,64000,高雄市,5,三民區,300015,台1戊線,3,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-33-0110-111-01,3001100010958V,,,https://cctv-ss05.thb.gov.tw:443/T11-110K+100,1,121.3961111,23.12555556,wsn7d3vu,10014,臺東縣,2,成功鎮,300110,台11線,3,S,,,110K+100,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TNN,,C303900,6155460000010D,,,https://trafficvideo.tainan.gov.tw/dbb94c8f,1,120.26304,23.31836,wsjs8suz,67000,臺南市,2,鹽水區,615546D,治水路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000339,6005320200090A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=339,1,121.59676,25.06701,wsqqx521,63000,臺北市,10,內湖區,600532A,民權東路六段,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-31-0390-016-01,3003900001636E,,,https://cctv-ss05.thb.gov.tw:443/T39-16K+950,1,120.3015744,22.8943213,wsjd1xbc,64000,高雄市,23,阿蓮區,300390,台39線,3,S,,,16K+950,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-009D-012-03,3000940101232G,,,https://cctv-ss02.thb.gov.tw:443/T9D-012K+520,1,121.858458,24.53055,wsqescws,10002,宜蘭縣,3,蘇澳鎮,300094,台9丁線,3,N,,,012K+520,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0640-018-01,1006400001800F,,,https://cctv-ss02.thb.gov.tw:443/T64-18K+048,1,121.478,25.038,wsqqkq18,65000,新北市,1,板橋區,100640,台64線,1,E,,,18K+048,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000217,6252310500080F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000217,2,121.41047,24.98075,wsqq4g87,65000,新北市,7,樹林區,625231F,中山路二段,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-51-0610-218-001,1006100121700P,,,https://cctv-ss06.thb.gov.tw:443/T61-218K+576,1,120.27227,23.772,wsjx0ze9,10009,雲林縣,13,麥寮鄉,100610,台61線,1,N,,,218K+576,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000356,6200880400020E,,,https://cctv6.kctmc.nat.gov.tw/a9cb354f,1,120.3367,22.61649,wsj8dm4w,64000,高雄市,8,苓雅區,620088E,武營路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-2R,CCTV-25-008A-019-01,30008A0105647B,,,https://cctv-ss04.thb.gov.tw:443/T8-18K+900,1,121.128467,24.243609,wsq1um7j,66000,臺中市,29,和平區,30008A,台8線,3,W,,,18K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KEE,,T000016,6101000600010C,,,https://CCTV.KLCG.GOV.TW:443/6972615b,1,121.7602,25.1286,wsqwfwx0,10017,基隆市,7,信義區,610100C,東信路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000013,6047970600210B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000013,1,120.646602,24.140044,wsmc36s1,66000,臺中市,7,南屯區,604797B,五權西路二段,6,W,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
TXG,,C000028,6048040500060B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000028,1,120.67724,24.151248,wsmc6hd7,66000,臺中市,5,北區,604804B,五權路,6,SW,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
TPE,,T000217,6001320600010A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=217,1,121.60734,25.0544,wsqqx1pb,63000,臺北市,9,南港區,600132A,南港路一段,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-44-0080-166-01,3000800016713U,,,https://cctv-ss02.thb.gov.tw:443/T8-166K+360,1,121.489975,24.186949,wsq3se47,10015,花蓮縣,11,秀林鄉,300080,台8線,3,E,,,166K+360,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000341,6192150400110E,,,https://cctv6.kctmc.nat.gov.tw/abc0307b,1,120.30186,22.63792,wsj8c915,64000,高雄市,5,三民區,619215E,中山一路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-44-0080-155-01,3000800015687U,,,https://cctv-ss02.thb.gov.tw:443/T8-155K+960,1,121.472525,24.197699,wsq3sjj9,10015,花蓮縣,11,秀林鄉,300080,台8線,3,E,,,155K+960,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-34-0200-104-001,3002000010645E,,,https://cctv-ss04.thb.gov.tw:443/C34-0200-104-001,1,120.81985,23.2579,wsjum3fr,64000,高雄市,37,桃源區,300200,台20線,3,E,,,104K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-32-0010-436-003,3000100043645T,,,https://cctv-ss05.thb.gov.tw:443/T1-436K+460,1,120.594004,22.387154,wevz25my,10013,屏東縣,16,枋寮鄉,300010,台1線,3,S,,,436K+460,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TAO,,T900950,6354980000010H,,,https://cctvtraffic.tycg.gov.tw/camera113,2,121.2098,24.86506,wsqjqnw3,68000,桃園市,9,龍潭區,635498H,中豐路上林段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-12-0150-012-01,3001502001233F,,,https://cctv-ss01.thb.gov.tw:443/T15-12K+200,1,121.3749,25.13951,wsqr1bw8,65000,新北市,23,八里區,300150,台15線,3,S,,,12K+200,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-17-0620-004-01,1006200100450C,,,https://cctv-ss02.thb.gov.tw:443/T62-4K+860,1,121.6939,25.10237,wsqwc1wz,10017,基隆市,2,七堵區,100620,台62線,1,W,,,4K+860,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000072,6251970100080F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000072,1,121.47969,25.08068,wsqqsmfc,65000,新北市,14,蘆洲區,625197F,中山一路,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NWT,,C000034,6255510500000F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000034,2,121.46844,25.0232,wsqqk56d,65000,新北市,1,板橋區,625551F,文化路一段,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-2R,CCTV-27-0210-115-01,3002100011470M,,,https://cctv-ss04.thb.gov.tw:443/T21-115K+850,1,120.896914,23.573583,wsjyp56q,10008,南投縣,12,信義鄉,300210,台21線,3,S,,,115K+850,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
HSZ,,CCTV052-EC,0000101029060O,,,http://223.200.7.27/jpeg?cam=52,1,121.008448,24.797843,wsqj1d79,10018,新竹市,1,東區,000010,國道1號,0,S,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
ILA,,ILA:CCTV:C000002,3000900007751G,,,http://223.200.93.8:8800/mjpeg_stream.cgi?ch=3,2,121.75978,24.78005,wsqsfxnf,10002,宜蘭縣,1,宜蘭市,,,3,,,,,,2022-10-24 00:02:34,2022-10-28 06:30:00,2022-10-24 00:02:34,2022-10-24
THB,THB-5R,CCTV-54-1730-022-001,4017300002078D,,,https://cctv-ss06.thb.gov.tw:443/T173-22K+320,1,120.08911,23.0902,wsj7keqn,67000,臺南市,15,七股區,401730,173線,4,S,,,22K+320,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-33-0110-169-01,3001100016975V,,,https://cctv-ss04.thb.gov.tw:443/T11-169k+750,1,121.105226,22.727984,wsn17cd0,10014,臺東縣,1,臺東市,300110,台11線,3,S,,,169K+750,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000092,6268840500030F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000092,1,121.41124,25.16505,wsqr4v0v,65000,新北市,23,八里區,626884F,博物館路,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NWT,,C000087,6275260100080F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000087,2,121.5032,25.06152,wsqqsf7c,65000,新北市,2,三重區,627526F,環河南路,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000160,6005350200030A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=160,1,121.51808,25.0629,wsqqt4wc,63000,臺北市,6,大同區,600535A,民權西路,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
CHA,,CCTV47,,,,https://117.56.220.4:8401/Interface/Cameras/GetJPEGStream?Camera=CCTV47&amp;amp;Width=320&amp;amp;Height=240&amp;amp;Quality=50&amp;amp;FPS=5&amp;amp;AuthUser=web,4,120.416517,24.059815,wsm8u5uw,10007,彰化縣,2,鹿港鎮,,,0,,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TAO,,T508840,6375300400020H,,,https://cctvtraffic.tycg.gov.tw/camera103,1,121.28507,24.84942,wsqjrgtn,68000,桃園市,3,大溪區,637530H,慈康路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-13-0610-054-02,1006101010010H,,,https://cctv-ss02.thb.gov.tw:443/T61-48K+730,1,121.0197,24.98461,wsqn1u7c,68000,桃園市,11,新屋區,100610,台61線,1,S,,,48K+730,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-21-0610-114-01,1006100111500K,,,https://cctv-ss04.thb.gov.tw:443/T61-114K+200,1,120.708973,24.553454,wsmgdvcd,10005,苗栗縣,3,通霄鎮,100610,台61線,1,N,,,114K+200,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KEE,,T000040,6100220100010C,,,https://CCTV.KLCG.GOV.TW:443/8edd00b1,1,121.77015,25.1519,wsqx4fy2,10017,基隆市,1,中正區,610022C,中正路,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
HSZ,,CCTV079-NC,6614120500000O,,,http://223.200.7.29/jpeg?cam=15,1,120.926968,24.849863,wsmvrgb2,10018,新竹市,2,北區,661412O,新港二路,6,SW,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
THB,THB-2R,CCTV-26-0140-074-01,3001400107407M,,,https://cctv-ss04.thb.gov.tw:443/T14-74K+500,1,121.11197,24.008053,wsq0efx1,10008,南投縣,13,仁愛鄉,300140,台14線,3,W,,,74K+500,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000011,6252650500030F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000011,1,121.43298,24.96524,wsqq52bc,65000,新北市,13,土城區,625265F,中央路三段,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000029,6065430500020B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000029,1,120.682106,24.135862,wsmc61y1,66000,臺中市,4,西區,606543B,建國路,6,SW,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
TAO,,T505010,6377100000000H,,,https://cctvtraffic.tycg.gov.tw/camera139,2,121.28033,24.88555,wsqjxf38,68000,桃園市,3,大溪區,637710H,瑞安路一段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-2R,CCTV-22-0170-007-01,3001700100758B,,,https://cctv-ss03.thb.gov.tw:443/T17-007K+800,1,120.5335127,24.2743775,wsmdng1b,66000,臺中市,12,清水區,300170,台17線,3,N,,,7K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000050,6270620200040F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000050,2,121.64538,25.06042,wsqw8457,65000,新北市,11,汐止區,627062F,新臺五路一段,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000035,2001200100000E,,,https://cctv3.kctmc.nat.gov.tw/1931351a,2,120.29771,22.67865,wsj912w0,64000,高雄市,3,左營區,200120,高雄都會快速道路,2,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000243,6051450200000B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000243,1,120.7248414,24.2543772,wsmcgpm5,66000,臺中市,9,豐原區,605145B,水源路,6,E,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
TPE,,T000288,6008150000010A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=288,1,121.56159,25.03906,wsqqqnnr,63000,臺北市,2,信義區,600815A,逸仙路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000246,6076280600090B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000246,1,120.624479,24.178732,wsmc8cs5,66000,臺中市,6,西屯區,607628B,臺灣大道四段,6,W,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
KHH,,64000C000077,6191460600060E,,,https://cctv3.kctmc.nat.gov.tw/8e102c51,2,120.30329,22.6562,wsj8cs6j,64000,高雄市,2,鼓山區,619146E,大順一路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-16-0150-066-12,1006100006500J,,,https://cctv-ss01.thb.gov.tw:443/T15-66K+000,1,120.9685,24.89859,wsqj8sws,10004,新竹縣,6,新豐鄉,100610,台15線,1,S,,,66K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
HSZ,,CCTV021-ED,6614030400010O,,,http://223.200.7.27/jpeg?cam=21,2,121.013238,24.795939,wsqj19zn,10018,新竹市,1,東區,661403O,慈雲路,6,S,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
THB,THB-5R,CCTV-56-0180-018-001,3001800001826Q,,,https://cctv-ss06.thb.gov.tw:443/T18-18K+430,1,120.46217,23.45178,wsjtmjmb,10010,嘉義縣,13,中埔鄉,300180,台18線,3,E,,,18K+430,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-17-0620-017-06,1006200101740F,,,https://cctv-ss02.thb.gov.tw:443/T62-17K+468,1,121.8095,25.11922,wsqwguff,65000,新北市,12,瑞芳區,100620,台62線,1,W,,,17K+468,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-46-0300-028-03,3003000002723V,,,https://cctv-ss01.thb.gov.tw:443/T30-028K+280,1,121.380762,23.264918,wsnk654z,10014,臺東縣,8,長濱鄉,300300,台30線,3,E,,,028K+280,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0650-010-01,1006500001000F,,,https://cctv-ss03.thb.gov.tw:443/T65-10K+126,1,121.439,24.98241,wsqq57vj,65000,新北市,13,土城區,100650,台65線,1,S,,,10K+126,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-5R,CCTV-53-0610-282-001,1006100028100D,,,https://cctv-ss06.thb.gov.tw:443/T61-282K+644,1,120.13292,23.28802,wsjkmxqn,67000,臺南市,17,北門區,100610,台61線,1,S,,,282K+644,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000234,6006440100020A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=234,1,121.53664,25.09938,wsqqv9hq,63000,臺北市,11,士林區,600644A,福林路,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000069,6206300700126E,,,https://cctv3.kctmc.nat.gov.tw/cfd9f7d6,1,120.32006,22.57175,wsj83vn3,64000,高雄市,9,前鎮區,620630E,新生路,6,NW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
HSZ,,CCTV003-EC,6610330400010O,,,http://223.200.7.27/jpeg?cam=3,1,120.995449,24.819406999999998,wsqj1q4p,10018,新竹市,1,東區,661033O,中華路一段,6,S,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
THB,THB-5R,CCTV-51-0030-256-003,3000300025615P,,,https://cctv-ss06.thb.gov.tw:443/T3-256K+280,1,120.53659,23.67105,wsjwwvhj,10009,雲林縣,7,古坑鄉,300030,台3線,3,S,,,256K+280,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KEE,,T000031,6101400200010C,,,https://CCTV.KLCG.GOV.TW:443/afc440ef,2,121.71340000000001,25.1401,wsqx18sg,10017,基隆市,6,安樂區,610140C,基金一路,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-43-0110-069-01,3001100006842U,,,https://cctv-ss01.thb.gov.tw:443/T11-069K+050,1,121.496576,23.456307,wsnmkwp4,10015,花蓮縣,8,豐濱鄉,300110,台11線,3,S,,,069K+050,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-0020-166-04,3000200016605G,,,https://cctv-ss01.thb.gov.tw:443/T2-166K+300-4,1,121.856312,24.598239,wsqeuvvp,10002,宜蘭縣,3,蘇澳鎮,300020,台2線,3,E,,,166K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
HSZ,,CCTV017-ND,6614250100050O,,,http://223.200.7.27/jpeg?cam=17,2,120.956101,24.806301,wsqj07ve,10018,新竹市,2,北區,661425O,經國路二段,6,NE,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
HSZ,,CCTV001-EC,1006801003020O,,,http://223.200.7.27/jpeg?cam=1,1,120.995633,24.819336,wsqj1q4r,10018,新竹市,1,東區,100680,台68線,1,E,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
THB,THB-1R,CCTV-17-062A-002-01,1006210000200C,,,https://cctv-ss02.thb.gov.tw:443/T62A-2K+067,1,121.7706,25.1357,wsqwfzyd,10017,基隆市,7,信義區,100621,台62甲線,1,E,,,2K+067,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000347,6006680300000A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=347,1,121.51666,25.0351,wsqqmjt8,63000,臺北市,5,中正區,600668A,羅斯福路一段,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
